# Population CMSKOO10	CMSKOO10_0002,CMSKOO10_0004,CMSKOO10_0006,CMSKOO10_0007,CMSKOO10_0008,CMSKOO10_0009,CMSKOO10_0010,CMSKOO10_0011,CMSKOO10_0012,CMSKOO10_0013,CMSKOO10_0018,CMSKOO10_0033,CMSKOO10_0035,CMSKOO10_0036,CMSKOO10_0040,CMSKOO10_0041
# Population CMUW10	CMUW10_0001,CMUW10_0002,CMUW10_0003,CMUW10_0004,CMUW10_0007,CMUW10_0008,CMUW10_0009,CMUW10_0010,CMUW10_0011,CMUW10_0012,CMUW10_0015,CMUW10_0016
# Batch ID 	Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
2	228	CMSKOO10	CMUW10	c10246	0	0.0112	0.0000	0.0000	0.0117	0.0000	0.0000	0.0117	0.0000	0.0000
2	230	CMSKOO10	CMUW10	c10248	0	0.0022	0.0000	0.0000	0.0022	0.0000	0.0000	0.0020	0.0000	0.0000
2	239	CMSKOO10	CMUW10	c10257	0	-0.0361	0.0000	0.0000	-0.0344	0.0000	0.0000	-0.0342	0.0000	0.0000
2	244	CMSKOO10	CMUW10	c10261	0	0.0705	0.0000	0.0000	0.0235	0.0000	0.0000	0.0225	0.0000	0.0000
2	253	CMSKOO10	CMUW10	c10273	0	0.1082	0.0000	0.0000	0.0977	0.0000	0.0000	0.0977	0.0000	0.0000
2	255	CMSKOO10	CMUW10	c10278	0	0.0100	0.0000	0.0000	0.0180	0.0000	0.0000	0.0185	0.0000	0.0000
2	256	CMSKOO10	CMUW10	c10279	0	-0.0501	0.0000	0.0000	-0.0910	0.0000	0.0000	-0.0978	0.0000	0.0000
2	264	CMSKOO10	CMUW10	c1028	0	-0.0181	0.0000	0.0000	-0.0127	0.0000	0.0000	-0.0127	0.0000	0.0000
2	257	CMSKOO10	CMUW10	c10280	0	0.0340	0.0000	0.0000	-0.0503	0.0000	0.0000	-0.0446	0.0000	0.0000
2	261	CMSKOO10	CMUW10	c10284	0	-0.0474	0.0000	0.0000	-0.0497	0.0000	0.0000	-0.0497	0.0000	0.0000
2	262	CMSKOO10	CMUW10	c10285	0	0.1923	0.0000	0.0000	0.1099	0.0000	0.0000	0.1099	0.0000	0.0000
2	271	CMSKOO10	CMUW10	c1029	0	-0.0025	0.0000	0.0000	-0.0012	0.0000	0.0000	-0.0018	0.0000	0.0000
2	265	CMSKOO10	CMUW10	c10290	0	0.0200	0.0000	0.0000	0.0069	0.0000	0.0000	0.0069	0.0000	0.0000
2	266	CMSKOO10	CMUW10	c10291	0	-0.0099	0.0000	0.0000	0.0162	0.0000	0.0000	0.0167	0.0000	0.0000
2	269	CMSKOO10	CMUW10	c10298	0	-0.0000	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2	363	CMSKOO10	CMUW10	c103	0	-0.0334	0.0000	0.0000	-0.0299	0.0000	0.0000	-0.0306	0.0000	0.0000
2	277	CMSKOO10	CMUW10	c10304	0	-0.0154	0.0000	0.0000	-0.0160	0.0000	0.0000	-0.0162	0.0000	0.0000
2	279	CMSKOO10	CMUW10	c10307	0	-0.0114	0.0000	0.0000	-0.0067	0.0000	0.0000	-0.0064	0.0000	0.0000
2	293	CMSKOO10	CMUW10	c1031	0	-0.0189	0.0000	0.0000	-0.0082	0.0000	0.0000	-0.0082	0.0000	0.0000
2	283	CMSKOO10	CMUW10	c10310	0	0.0017	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
2	285	CMSKOO10	CMUW10	c10312	0	-0.0488	0.0000	0.0000	-0.0147	0.0000	0.0000	-0.0145	0.0000	0.0000
2	286	CMSKOO10	CMUW10	c10313	0	0.1118	0.0000	0.0000	0.0698	0.0000	0.0000	0.0719	0.0000	0.0000
2	291	CMSKOO10	CMUW10	c10318	0	-0.0399	0.0000	0.0000	-0.0415	0.0000	0.0000	-0.0415	0.0000	0.0000
2	292	CMSKOO10	CMUW10	c10319	0	-0.0234	0.0000	0.0000	-0.0231	0.0000	0.0000	-0.0230	0.0000	0.0000
2	296	CMSKOO10	CMUW10	c10323	0	-0.0350	0.0000	0.0000	-0.0047	0.0000	0.0000	-0.0044	0.0000	0.0000
2	298	CMSKOO10	CMUW10	c10325	0	-0.0441	0.0000	0.0000	-0.0520	0.0000	0.0000	-0.0521	0.0000	0.0000
2	304	CMSKOO10	CMUW10	c10330	0	-0.0415	0.0000	0.0000	-0.0410	0.0000	0.0000	-0.0410	0.0000	0.0000
2	305	CMSKOO10	CMUW10	c10332	0	0.0589	0.0000	0.0000	0.0054	0.0000	0.0000	0.0047	0.0000	0.0000
2	308	CMSKOO10	CMUW10	c10337	0	-0.0303	0.0000	0.0000	-0.0039	0.0000	0.0000	-0.0038	0.0000	0.0000
2	310	CMSKOO10	CMUW10	c10340	0	0.1242	0.0000	0.0000	0.0689	0.0000	0.0000	0.0675	0.0000	0.0000
2	312	CMSKOO10	CMUW10	c10342	0	-0.0454	0.0000	0.0000	-0.0360	0.0000	0.0000	-0.0358	0.0000	0.0000
2	316	CMSKOO10	CMUW10	c10346	0	0.3412	0.0000	0.0000	0.3521	0.0000	0.0000	0.3515	0.0000	0.0000
2	322	CMSKOO10	CMUW10	c10351	0	0.1371	0.0000	0.0000	0.0719	0.0000	0.0000	0.0719	0.0000	0.0000
2	324	CMSKOO10	CMUW10	c10353	0	0.0260	0.0000	0.0000	0.0251	0.0000	0.0000	0.0240	0.0000	0.0000
2	326	CMSKOO10	CMUW10	c10356	0	-0.0273	0.0000	0.0000	-0.0281	0.0000	0.0000	-0.0280	0.0000	0.0000
2	334	CMSKOO10	CMUW10	c10366	0	0.2878	0.0000	0.0000	0.1035	0.0000	0.0000	0.1014	0.0000	0.0000
2	336	CMSKOO10	CMUW10	c10369	0	-0.0087	0.0000	0.0000	-0.0063	0.0000	0.0000	-0.0057	0.0000	0.0000
2	339	CMSKOO10	CMUW10	c10372	0	-0.0434	0.0000	0.0000	-0.0194	0.0000	0.0000	-0.0193	0.0000	0.0000
2	341	CMSKOO10	CMUW10	c10375	0	0.1524	0.0000	0.0000	0.1182	0.0000	0.0000	0.1190	0.0000	0.0000
2	343	CMSKOO10	CMUW10	c10377	0	0.1865	0.0000	0.0000	0.1907	0.0000	0.0000	0.1901	0.0000	0.0000
2	344	CMSKOO10	CMUW10	c10379	0	-0.0402	0.0000	0.0000	-0.0215	0.0000	0.0000	-0.0214	0.0000	0.0000
2	353	CMSKOO10	CMUW10	c1038	0	-0.0402	0.0000	0.0000	-0.0419	0.0000	0.0000	-0.0419	0.0000	0.0000
2	355	CMSKOO10	CMUW10	c10392	0	0.0076	0.0000	0.0000	0.0081	0.0000	0.0000	0.0075	0.0000	0.0000
2	357	CMSKOO10	CMUW10	c10394	0	0.1345	0.0000	0.0000	0.1199	0.0000	0.0000	0.1207	0.0000	0.0000
2	358	CMSKOO10	CMUW10	c10395	0	0.0507	0.0000	0.0000	0.0507	0.0000	0.0000	0.0500	0.0000	0.0000
2	359	CMSKOO10	CMUW10	c10396	0	0.0804	0.0000	0.0000	0.0118	0.0000	0.0000	0.0123	0.0000	0.0000
2	361	CMSKOO10	CMUW10	c10398	0	0.0553	0.0000	0.0000	0.0140	0.0000	0.0000	0.0135	0.0000	0.0000
2	362	CMSKOO10	CMUW10	c10399	0	0.0996	0.0000	0.0000	0.0974	0.0000	0.0000	0.0977	0.0000	0.0000
2	448	CMSKOO10	CMUW10	c104	0	0.3074	0.0000	0.0000	0.3074	0.0000	0.0000	0.3076	0.0000	0.0000
2	371	CMSKOO10	CMUW10	c1040	0	-0.0366	0.0000	0.0000	-0.0380	0.0000	0.0000	-0.0380	0.0000	0.0000
2	364	CMSKOO10	CMUW10	c10400	0	-0.0283	0.0000	0.0000	-0.0291	0.0000	0.0000	-0.0291	0.0000	0.0000
2	365	CMSKOO10	CMUW10	c10402	0	0.2456	0.0000	0.0000	0.1934	0.0000	0.0000	0.1934	0.0000	0.0000
2	366	CMSKOO10	CMUW10	c10403	0	0.1940	0.0000	0.0000	0.1905	0.0000	0.0000	0.2064	0.0000	0.0000
2	368	CMSKOO10	CMUW10	c10406	0	0.0632	0.0000	0.0000	0.0344	0.0000	0.0000	0.0338	0.0000	0.0000
2	370	CMSKOO10	CMUW10	c10409	0	0.0040	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000
2	379	CMSKOO10	CMUW10	c1041	0	-0.0374	0.0000	0.0000	-0.0363	0.0000	0.0000	-0.0362	0.0000	0.0000
2	372	CMSKOO10	CMUW10	c10410	0	-0.1877	0.0000	0.0000	-0.5059	0.0000	0.0000	-0.5385	0.0000	0.0000
2	378	CMSKOO10	CMUW10	c10418	0	-0.0435	0.0000	0.0000	-0.0399	0.0000	0.0000	-0.0399	0.0000	0.0000
2	388	CMSKOO10	CMUW10	c1042	0	-0.0333	0.0000	0.0000	-0.0217	0.0000	0.0000	-0.0225	0.0000	0.0000
2	382	CMSKOO10	CMUW10	c10423	0	0.0070	0.0000	0.0000	0.0053	0.0000	0.0000	0.0057	0.0000	0.0000
2	386	CMSKOO10	CMUW10	c10428	0	-0.0183	0.0000	0.0000	-0.0101	0.0000	0.0000	-0.0085	0.0000	0.0000
2	392	CMSKOO10	CMUW10	c10434	0	-0.0304	0.0000	0.0000	-0.3429	0.0000	0.0000	-0.3361	0.0000	0.0000
2	393	CMSKOO10	CMUW10	c10436	0	-0.0129	0.0000	0.0000	-0.0135	0.0000	0.0000	-0.0136	0.0000	0.0000
2	394	CMSKOO10	CMUW10	c10437	0	-0.0218	0.0000	0.0000	-0.0055	0.0000	0.0000	-0.0054	0.0000	0.0000
2	395	CMSKOO10	CMUW10	c10438	0	0.0049	0.0000	0.0000	0.0658	0.0000	0.0000	0.0668	0.0000	0.0000
2	403	CMSKOO10	CMUW10	c10447	0	-0.0384	0.0000	0.0000	-0.0215	0.0000	0.0000	-0.0215	0.0000	0.0000
2	404	CMSKOO10	CMUW10	c10448	0	-0.0107	0.0000	0.0000	-0.0067	0.0000	0.0000	-0.0070	0.0000	0.0000
2	410	CMSKOO10	CMUW10	c10454	0	0.1171	0.0000	0.0000	0.0742	0.0000	0.0000	0.0742	0.0000	0.0000
2	417	CMSKOO10	CMUW10	c10466	0	0.0620	0.0000	0.0000	0.0586	0.0000	0.0000	0.0590	0.0000	0.0000
2	418	CMSKOO10	CMUW10	c10467	0	-0.0177	0.0000	0.0000	-0.0238	0.0000	0.0000	-0.0247	0.0000	0.0000
2	419	CMSKOO10	CMUW10	c10468	0	-0.0875	0.0000	0.0000	0.1579	0.0000	0.0000	0.1667	0.0000	0.0000
2	429	CMSKOO10	CMUW10	c1047	0	-0.0421	0.0000	0.0000	-0.0439	0.0000	0.0000	-0.0440	0.0000	0.0000
2	424	CMSKOO10	CMUW10	c10473	0	0.0895	0.0000	0.0000	0.0151	0.0000	0.0000	0.0151	0.0000	0.0000
2	425	CMSKOO10	CMUW10	c10474	0	0.0275	0.0000	0.0000	0.0056	0.0000	0.0000	0.0112	0.0000	0.0000
2	428	CMSKOO10	CMUW10	c10479	0	0.1887	0.0000	0.0000	0.1916	0.0000	0.0000	0.1912	0.0000	0.0000
2	436	CMSKOO10	CMUW10	c10486	0	-0.0138	0.0000	0.0000	-0.0131	0.0000	0.0000	-0.0133	0.0000	0.0000
2	438	CMSKOO10	CMUW10	c10488	0	-0.0372	0.0000	0.0000	-0.0507	0.0000	0.0000	-0.0504	0.0000	0.0000
2	440	CMSKOO10	CMUW10	c10490	0	-0.0435	0.0000	0.0000	-0.0455	0.0000	0.0000	-0.0455	0.0000	0.0000
2	441	CMSKOO10	CMUW10	c10491	0	0.0070	0.0000	0.0000	-0.0009	0.0000	0.0000	-0.0013	0.0000	0.0000
2	443	CMSKOO10	CMUW10	c10493	0	-0.0391	0.0000	0.0000	-0.0279	0.0000	0.0000	-0.0277	0.0000	0.0000
2	446	CMSKOO10	CMUW10	c10498	0	-0.0269	0.0000	0.0000	-0.0167	0.0000	0.0000	-0.0159	0.0000	0.0000
2	452	CMSKOO10	CMUW10	c10504	0	-0.0255	0.0000	0.0000	-0.0031	0.0000	0.0000	-0.0031	0.0000	0.0000
2	454	CMSKOO10	CMUW10	c10507	0	-0.0236	0.0000	0.0000	-0.0088	0.0000	0.0000	-0.0082	0.0000	0.0000
2	455	CMSKOO10	CMUW10	c10508	0	-0.0438	0.0000	0.0000	-0.0458	0.0000	0.0000	-0.0458	0.0000	0.0000
2	456	CMSKOO10	CMUW10	c10509	0	-0.0480	0.0000	0.0000	-0.0504	0.0000	0.0000	-0.0505	0.0000	0.0000
2	458	CMSKOO10	CMUW10	c10510	0	0.1516	0.0000	0.0000	0.2981	0.0000	0.0000	0.2976	0.0000	0.0000
2	459	CMSKOO10	CMUW10	c10511	0	0.0684	0.0000	0.0000	0.0095	0.0000	0.0000	0.0103	0.0000	0.0000
2	462	CMSKOO10	CMUW10	c10514	0	-0.0448	0.0000	0.0000	-0.0468	0.0000	0.0000	-0.0469	0.0000	0.0000
2	463	CMSKOO10	CMUW10	c10515	0	-0.0463	0.0000	0.0000	-0.0485	0.0000	0.0000	-0.0486	0.0000	0.0000
2	464	CMSKOO10	CMUW10	c10516	0	-0.0381	0.0000	0.0000	-0.0396	0.0000	0.0000	-0.0396	0.0000	0.0000
2	465	CMSKOO10	CMUW10	c10517	0	-0.0128	0.0000	0.0000	-0.0051	0.0000	0.0000	-0.0051	0.0000	0.0000
2	474	CMSKOO10	CMUW10	c1052	0	0.0145	0.0000	0.0000	0.0143	0.0000	0.0000	0.0143	0.0000	0.0000
2	469	CMSKOO10	CMUW10	c10523	0	0.4405	0.0000	0.0000	0.4405	0.0000	0.0000	0.4405	0.0000	0.0000
2	471	CMSKOO10	CMUW10	c10525	0	-0.0334	0.0000	0.0000	-0.0038	0.0000	0.0000	-0.0036	0.0000	0.0000
2	477	CMSKOO10	CMUW10	c10533	0	0.1923	0.0000	0.0000	0.1038	0.0000	0.0000	0.1066	0.0000	0.0000
2	478	CMSKOO10	CMUW10	c10534	0	-0.0328	0.0000	0.0000	-0.0089	0.0000	0.0000	-0.0092	0.0000	0.0000
2	498	CMSKOO10	CMUW10	c1055	0	0.2973	0.0000	0.0000	0.1187	0.0000	0.0000	0.1176	0.0000	0.0000
2	490	CMSKOO10	CMUW10	c10550	0	-0.0487	0.0000	0.0000	-0.0440	0.0000	0.0000	-0.0438	0.0000	0.0000
2	496	CMSKOO10	CMUW10	c10557	0	-0.0393	0.0000	0.0000	-0.0096	0.0000	0.0000	-0.0094	0.0000	0.0000
2	507	CMSKOO10	CMUW10	c1056	0	0.0996	0.0000	0.0000	0.0974	0.0000	0.0000	0.0977	0.0000	0.0000
2	500	CMSKOO10	CMUW10	c10561	0	-0.0376	0.0000	0.0000	-0.0390	0.0000	0.0000	-0.0391	0.0000	0.0000
2	503	CMSKOO10	CMUW10	c10566	0	-0.0236	0.0000	0.0000	-0.0167	0.0000	0.0000	-0.0173	0.0000	0.0000
2	509	CMSKOO10	CMUW10	c10571	0	0.0133	0.0000	0.0000	0.0137	0.0000	0.0000	0.0137	0.0000	0.0000
2	510	CMSKOO10	CMUW10	c10572	0	-0.0016	0.0000	0.0000	-0.0014	0.0000	0.0000	-0.0018	0.0000	0.0000
2	513	CMSKOO10	CMUW10	c10576	0	0.1433	0.0000	0.0000	0.1489	0.0000	0.0000	0.1488	0.0000	0.0000
2	514	CMSKOO10	CMUW10	c10577	0	-0.0135	0.0000	0.0000	-0.0088	0.0000	0.0000	-0.0097	0.0000	0.0000
2	515	CMSKOO10	CMUW10	c10578	0	0.3497	0.0000	0.0000	0.3489	0.0000	0.0000	0.3476	0.0000	0.0000
2	518	CMSKOO10	CMUW10	c10581	0	-0.0327	0.0000	0.0000	-0.0346	0.0000	0.0000	-0.0347	0.0000	0.0000
2	522	CMSKOO10	CMUW10	c10585	0	-0.0411	0.0000	0.0000	-0.0154	0.0000	0.0000	-0.0154	0.0000	0.0000
2	524	CMSKOO10	CMUW10	c10588	0	0.0308	0.0000	0.0000	0.0077	0.0000	0.0000	0.0081	0.0000	0.0000
2	527	CMSKOO10	CMUW10	c10592	0	0.0119	0.0000	0.0000	0.0102	0.0000	0.0000	0.0076	0.0000	0.0000
2	538	CMSKOO10	CMUW10	c10604	0	0.0013	0.0000	0.0000	0.0587	0.0000	0.0000	0.0587	0.0000	0.0000
2	542	CMSKOO10	CMUW10	c10608	0	-0.0328	0.0000	0.0000	-0.0039	0.0000	0.0000	-0.0036	0.0000	0.0000
2	546	CMSKOO10	CMUW10	c10612	0	-0.0335	0.0000	0.0000	-0.0346	0.0000	0.0000	-0.0347	0.0000	0.0000
2	548	CMSKOO10	CMUW10	c10614	0	-0.0008	0.0000	0.0000	-0.0258	0.0000	0.0000	-0.0258	0.0000	0.0000
2	552	CMSKOO10	CMUW10	c10618	0	-0.0346	0.0000	0.0000	-0.0167	0.0000	0.0000	-0.0172	0.0000	0.0000
