locnum	cpvals	zscore
66	0.217713123315307	1.03349
67	0.597588922428959	0.442589
68	0.518800356549616	0.540959
69	0.548580971311488	0.502971
70	0.568047514317938	0.478691
71	0.504867073272668	0.559116
72	0.659591912741272	0.369314
73	0.910431311334342	0.0943201
74	0.68798386115511	0.336712
75	0.536653152162856	0.518058
76	0.395802323337697	0.711956
77	0.76831306190674	-0.24699
78	0.926459279868654	-0.0773886
79	0.286578326773309	-0.893492
80	0.138855332672037	-1.24095
81	0.307249904365604	-0.856057
82	0.459339695859106	0.620392
83	0.901151689904119	-0.10414
84	0.390526380727108	-0.719939
85	0.619603357484456	-0.416213
86	0.578734076545421	-0.465532
87	0.854934493318659	0.153289
88	0.77817083522936	-0.236192
89	0.821051911567685	-0.189649
90	0.941294513899564	-0.0617453
91	0.121074153435701	-1.29982
92	0.564433340706696	-0.483168
93	0.258305452393448	-0.947779
94	0.484437809670519	-0.586224
95	0.468933059716518	-0.607213
96	0.387765884032234	0.724142
97	0.305401875086437	0.859334
98	0.347270297452738	0.788049
99	0.347662627786515	0.787408
100	0.833335139606679	-0.17643
101	0.867689849659221	0.139679
102	0.93066442830295	0.0729519
103	0.882452305586164	0.123973
104	0.867634477675958	0.139738
105	0.147012116189157	1.21588
106	0.229796767171624	1.00687
107	0.287491884751291	0.8918
108	0.0104708361753676	-2.14631
109	0.0126428714894425	-2.0908
110	0.0756724794198092	-1.48938
111	0.175257444388274	-1.13651
112	0.0202189157209029	1.94708
113	0.0303818657492092	1.81529
114	0.264140394387785	-0.936253
115	0.457786591551842	-0.62254
116	0.912340029352139	-0.0923019
117	0.59228563114015	0.449008
118	0.963849468165541	-0.0380011
119	0.767656155273701	0.247711
120	0.913235832158113	-0.0913549
121	0.974738880045727	0.0265496
122	0.464611528236019	0.613131
123	0.866142495084316	-0.141328
124	0.176781310746734	1.13251
125	0.215627990442648	1.03819
126	0.161373494500396	1.17421
127	0.158062257080642	1.18356
128	0.571208938749786	0.474786
129	0.667863760668983	0.35976
130	0.994478812859605	0.00580188
131	0.558820732698792	0.490148
132	0.135572565469265	-1.25136
133	0.165535845775247	-1.16266
134	0.380928199571972	0.734632
135	0.4399547922048	0.647503
136	0.887539498100287	-0.118571
137	0.206911633556357	1.0582
138	0.600563480790267	-0.439
139	0.439142325606203	0.648654
140	0.561040820408666	0.487383
141	0.882089924363105	0.124358
142	0.159745032044341	1.17879
143	0.832356077155627	0.177482
144	0.616278198675021	0.42017
145	0.599785421825009	0.439938
146	0.43658844956074	-0.65228
147	0.680698735999768	-0.345027
148	0.235083363774536	-0.995537
149	0.315707827633018	-0.841223
150	0.129361884835431	-1.2716
151	0.0504626202426964	-1.64001
152	0.432736647849062	-0.657772
153	0.0521203221539648	-1.62837
154	0.380177298623856	-0.735791
155	0.280137419251702	-0.905526
156	0.556703399363612	-0.49279
157	0.274357028713048	-0.916487
158	0.275188341943401	-0.914901
159	0.98390554183658	-0.0169137
160	0.793166714317109	0.21984
161	0.970081836165029	0.0314463
162	0.899737262717307	-0.105638
163	0.834733450235047	-0.174928
164	0.837816786177787	-0.171618
165	0.117868783600548	-1.31114
166	0.53083433254502	-0.525479
167	0.149603043887256	-1.20814
168	0.575384545520923	-0.469644
169	0.604687796177547	0.434037
170	0.356145633617779	0.773659
171	0.414607532478906	-0.684011
172	0.390362507512587	-0.720188
173	0.0730198447502305	-1.50308
174	0.0099440113574316	-2.16131
175	0.310549678805407	0.850238
176	0.190421328109675	1.0978
177	0.506070121739312	0.557538
178	0.413372381658705	0.685823
179	0.191672178928731	1.09471
180	0.103295732201385	1.36589
181	0.169348724802479	1.15227
182	0.355246131971692	0.775107
183	0.904679673224561	0.100405
184	0.293532141723646	-0.880703
185	0.000413353115664464	2.96088
186	0.00150944134322515	2.66026
187	0.107930360320906	-1.34785
188	0.12671963682785	-1.28044
189	0.0428030402985746	-1.69837
190	0.0462319792913285	-1.67124
191	0.0497975722751404	-1.64477
192	0.129956501127152	-1.26963
193	0.311443398992557	-0.848669
194	0.136521822711338	-1.24833
195	0.97421765474095	-0.0270976
196	0.9895291575187	0.0110034
197	0.247270434007791	0.970081
198	0.832873496111934	0.176926
199	0.975033453219459	0.0262399
200	0.928972158558925	-0.0747371
201	0.317734756217698	0.837707
202	0.909064353760237	-0.0957658
203	0.122148030626085	-1.29608
204	0.52793346726593	-0.529194
205	0.439225579650014	-0.648536
206	0.0973527000889077	-1.38999
207	0.0155423547591556	-2.0286
208	0.0157304033494425	-2.02493
209	0.869234894845466	0.138033
210	0.674167038748895	-0.352511
211	0.243778931435116	-0.977282
212	0.318732308293052	-0.835982
213	0.418520864574629	-0.678291
214	0.950947493151315	0.0515784
215	0.596601650435479	-0.443782
216	0.697307751161524	-0.326118
217	0.230672485508712	-1.00498
218	0.753584171841562	-0.263201
219	0.731475989847283	-0.287722
220	0.783175557485403	-0.230725
221	0.674656682645072	-0.351949
222	0.773582486505026	-0.241213
223	0.674115642851645	-0.35257
224	0.93272112978566	-0.0707827
225	0.937701162602055	0.0655322
226	0.771163095146707	-0.243864
227	0.483502241587331	-0.58748
228	0.524761590655281	-0.533268
229	0.308763353068752	-0.853383
230	0.335136105486634	-0.808107
231	0.447931220408505	-0.636267
232	0.729573827881787	-0.289843
233	0.978368055307507	-0.0227343
234	0.634053347195031	-0.399123
235	0.0498239767713773	1.64458
236	0.0381234276421119	1.73853
237	0.0918837497391506	1.41323
238	0.070610694642646	1.51588
239	0.0862725473750977	1.43826
240	0.0536382458301993	1.61798
241	0.00206033179634164	-2.58357
242	0.00684528563603804	-2.26738
243	0.993602007364472	-0.00672328
244	0.508175639917713	-0.554781
245	0.692328450396364	-0.331769
246	0.545648423512069	-0.506665
247	0.139531311382624	1.23883
248	0.907637642063302	0.097275
249	0.960538956972164	-0.0414838
250	0.00363468844093517	-2.43839
251	0.00094070969925611	-2.7733
252	0.798692362619846	0.213836
253	0.805880425091321	0.206042
254	0.563088835124976	-0.484837
255	0.906241753334352	-0.0987519
256	0.383101784542904	-0.731285
257	0.254033737327725	-0.956332
258	0.233122148688751	0.99972
259	0.930236875630426	0.0734029
260	0.786289854558467	0.227328
261	0.823316907748656	0.187208
262	0.467244306365772	0.609522
263	0.409106479740793	-0.692106
264	0.451617354778913	-0.631113
265	0.581057707688698	-0.462686
266	0.561171830312473	-0.48722
267	0.885569791977383	-0.120662
268	0.509365980957748	-0.553225
269	1.55918044898811e-05	-3.6222
270	3.09192316108528e-07	-4.29094
271	1.9780641858067e-07	-4.36106
272	0.207848636862926	-1.05602
273	0.113408745608615	-1.3273
274	0.274202068356211	-0.916783
275	0.0334325215488657	-1.78324
276	0.461892641546187	-0.61687
277	0.713114740690866	0.308275
278	0.740790618522489	-0.277362
279	0.275076072079088	-0.915115
280	0.363436071458858	0.762007
281	0.199116559803419	1.07662
282	0.726313272738526	-0.293483
283	0.529755813193051	-0.526859
284	0.136930663895138	1.24703
285	0.752098992429046	0.264841
286	0.804363771603144	0.207685
287	0.787531211890741	0.225975
288	0.875298752832731	0.131578
289	0.820431408140131	0.190318
290	0.118067850095057	-1.31043
291	0.459611864619923	-0.620016
292	0.676077602903087	-0.350319
293	0.931204633202805	-0.0723821
294	0.900702211513193	0.104616
295	0.85654633857492	0.151567
296	0.947817053364595	-0.0548746
297	0.534040482539871	-0.521385
298	0.964560094074762	0.0372536
299	0.449989597247773	-0.633386
300	0.422142741881502	0.673025
301	0.305556111406852	0.85906
302	0.00297339730859023	-2.49057
303	0.0217668922653456	-1.92373
304	0.892327690152655	0.113491
305	0.719926644991544	0.300629
306	0.430642333535124	0.66077
307	0.403884819279875	0.69985
308	0.000420512413083986	-2.95707
309	0.00472784693465743	-2.36861
310	0.807283264197363	-0.204523
311	0.339888905911573	-0.800196
312	0.332935713066189	-0.811794
313	0.68256211659404	-0.342897
314	0.231918307139272	-1.0023
315	0.638533630941672	-0.393858
316	0.732502642057284	-0.286578
317	0.235492258788919	-0.994668
318	0.686024554579096	-0.338945
319	0.36074612216494	-0.766289
320	0.157143695996062	-1.18618
321	0.0693283259369954	-1.52284
322	0.0229456590983731	-1.9069
323	0.158780283996028	-1.18152
324	0.0203560279079283	-1.94495
325	0.014277208567213	-2.05436
326	0.979955209612945	0.0210659
327	0.84978947354153	-0.15879
328	0.0296346478456776	-1.82356
329	0.00790879217696384	-2.22685
330	0.0526770867619109	1.62453
331	0.247064373631744	0.970504
332	0.269326075515619	-0.926156
333	0.820076222804757	-0.190701
334	0.593655854931262	-0.447347
335	0.447475402518376	0.636906
336	0.368336429219128	-0.754257
337	0.588754196394595	-0.453297
338	0.551023255630723	0.499902
339	0.599538330187266	0.440236
340	0.831607995510354	-0.178286
341	0.0547387005770058	-1.6106
342	0.0157139274647147	-2.02525
343	0.861257040469516	0.146538
344	0.784334879476845	0.22946
345	0.638057316061833	0.394417
346	0.794021947426529	0.21891
347	0.638850688830411	-0.393486
348	0.879363920070495	-0.127255
349	0.793178667476927	0.219827
350	0.436911963558713	0.65182
351	0.0227657037973039	-1.90942
352	0.0750361945882257	-1.49263
353	0.896429056889046	-0.109143
354	0.904734473529996	0.100347
355	0.538776583101947	0.51536
356	0.862169969784982	0.145564
357	0.631828816769695	0.401743
358	0.624160427735748	0.410805
359	0.643342573223588	-0.388224
360	0.710295435382632	-0.311447
361	0.715609342373201	0.305472
362	0.500630375076282	0.564689
363	0.952288340592718	0.0501668
364	0.101179965963855	1.37434
365	0.374046457919132	0.745307
366	0.456440503124047	0.624405
367	0.457408162736658	-0.623064
368	0.708326404876052	-0.313665
369	0.483479907213218	-0.58751
370	0.802755612782017	-0.209428
371	0.269059899344521	0.926671
372	0.297674553216603	0.873181
373	0.0144574523049473	2.05057
374	0.667125307615931	-0.360611
375	0.194819568154525	1.087
376	0.871142014363956	0.136002
377	0.383485724357807	0.730695
378	0.842834602191031	-0.166237
379	0.923920515427426	0.0800682
380	0.802503807937837	0.209701
381	0.936775912711097	0.0665075
382	0.665604296049781	0.362365
383	0.576131530299587	0.468726
384	0.168392149989847	-1.15486
385	0.00579511697611135	-2.31339
386	0.0839619816291844	1.44895
387	0.0478517535793958	1.65901
388	0.257074762582674	-0.950233
389	0.0754096028311795	-1.49072
390	0.214388238717678	-1.041
391	0.0495770679787651	-1.64636
392	0.067028788722876	-1.53559
393	0.199479833663164	-1.07575
394	0.0810681067929536	-1.46268
395	0.12392132529187	-1.28996
396	0.0704011807363915	-1.51701
397	0.481862901078421	0.589684
398	0.162931756899165	1.16986
399	0.00538436125306027	-2.33346
400	0.029126242901633	-1.82929
401	0.00525708008190589	-2.33996
402	0.00362596411544582	-2.43902
403	0.019888194482977	-1.95227
404	0.0139351530634898	-2.06167
405	0.402859915633357	-0.701377
406	0.648106474761768	-0.38266
407	0.409750482476608	-0.691155
408	0.699345183738659	-0.32381
409	0.842295303795508	-0.166815
410	0.573164204753706	0.472376
411	0.749825912648358	0.267353
412	0.922689024173099	0.0813683
413	0.929627529398845	0.0740457
414	0.0190316928340027	-1.96607
415	0.00534038382496855	-2.33569
416	0.758834840392995	-0.257411
417	0.69618668091392	0.327389
418	0.424760087687365	-0.669236
419	0.974811357854396	0.0264734
420	0.137975900520496	1.24372
421	0.179653530957792	1.12504
422	0.744631004171995	0.273103
423	0.900990213969587	0.104311
424	0.465122263405203	0.61243
425	0.91552947349332	0.0889307
426	0.672321226851978	0.354631
427	0.547561557362229	0.504254
428	0.530551308828551	0.525841
429	0.258905219325332	0.946586
430	0.763031588194931	0.252792
431	0.538166984359042	0.516134
432	0.376146277667853	-0.742037
433	0.930535686384838	-0.0730877
434	0.493168249236245	-0.574566
435	0.233948724382754	-0.997954
436	0.499874429735211	-0.565686
437	0.29441550940049	-0.879093
438	0.283062437564025	-0.900038
439	0.237863723495447	-0.989649
440	0.747499885058284	0.269926
441	0.554923293724501	-0.495015
442	0.531715949145579	-0.524352
443	0.229334381918676	1.00787
444	0.324603610263102	0.8259
445	0.768767800729844	0.246491
446	0.82596327612809	0.184358
447	0.00908181289128151	-2.18746
448	0.000604816190572576	-2.87539
449	0.0721974559996435	1.50741
450	0.341083976195333	0.798218
451	0.154681720710377	1.19326
452	0.234981336130363	0.995754
453	0.222437239047365	1.02296
454	0.0925685945826693	-1.41026
455	0.417217891473419	-0.680192
456	0.117913620654628	1.31098
457	0.48253195779121	0.588784
458	0.476902475660088	-0.596378
459	0.942723593685743	0.0602396
460	0.435613118136202	0.653668
461	0.906342590947169	-0.0986452
462	0.337687095038983	-0.803852
463	0.883770262348067	-0.122573
464	0.359879998237894	0.767672
465	0.18969142640524	1.09961
466	0.331396191267752	0.814383
467	0.357861008248871	0.770904
468	0.52832810259106	0.528688
469	0.36323524431686	0.762326
470	0.435592753586785	0.653697
471	0.293331574787992	0.881069
472	0.279765812289789	0.906226
473	0.326136132167236	0.823288
474	0.361107236032635	0.765713
475	0.757943521532527	-0.258393
476	0.21470981416885	-1.04027
477	0.824190452997126	-0.186267
478	0.617929295669012	-0.418204
479	0.0618967002194458	-1.5654
480	0.0542532770396686	-1.61384
481	0.128406508312611	-1.27478
482	0.102064594963663	-1.37079
483	0.376436455722112	-0.741586
484	0.0480806377205266	-1.65731
485	0.0418927567502597	-1.70588
486	0.198487198181634	1.07813
487	0.124338555144098	1.28853
488	0.446538203720911	-0.638221
489	0.592556920824518	-0.448679
490	0.408273760282405	-0.693337
491	0.48289048230848	-0.588302
492	0.1381184757701	-1.24327
493	0.130626080583317	-1.26742
494	0.772645862168976	0.242239
495	0.980185907399813	0.0208234
496	0.779177089830972	-0.235092
497	0.806162974589087	-0.205736
498	0.823754117236658	0.186737
499	0.26969540309131	-0.925442
500	0.264542606088824	-0.935465
501	0.885397440829392	0.120845
502	0.639918260899266	0.392234
503	0.995274414492733	-0.00496582
504	0.666299594042028	0.361563
505	0.556063841253466	0.493589
506	0.288649057998155	0.889662
507	0.794684233558917	0.21819
508	0.764072090283665	-0.251648
509	0.850228812343444	-0.15832
510	0.58486113029855	-0.458039
511	0.0532109030170846	-1.62088
512	0.0604715322473173	-1.57404
513	0.486713769707331	-0.583174
514	0.596136822503281	-0.444344
515	0.902299136312373	0.102925
516	0.627836444929845	0.406455
517	0.796796256238194	0.215895
518	0.836022369732146	-0.173544
519	0.67347375791254	0.353307
520	0.654662748379715	0.37503
521	0.163868535122735	1.16726
522	0.196640918785733	1.08258
523	0.588870136903532	-0.453156
524	0.397685613877453	-0.709122
525	0.852168065248888	0.156246
526	0.922759303539921	0.0812941
527	0.888542987831298	0.117506
528	0.743486966230811	-0.274371
529	0.69565504391465	-0.327992
530	0.392226803461804	-0.717359
531	0.540946845217684	-0.512608
532	0.572049881923936	-0.473749
533	0.649425009747456	0.381123
534	0.296335948296967	0.875604
535	0.514809803713968	0.546133
536	0.904459531747489	-0.100638
537	0.903148283749676	-0.102026
538	0.816960899763717	-0.194062
539	0.76921350374669	0.246002
540	0.65240239059681	0.377657
541	0.649248226164831	-0.381329
542	0.432716361109292	-0.657801
543	0.249296489604797	-0.965935
544	0.199091524266482	-1.07668
545	0.383002258952668	-0.731438
546	0.881428289390875	0.125061
547	0.727910687765467	-0.291699
548	0.05343158595546	-1.61938
549	0.00281460949657603	-2.50467
550	0.0137286582427011	-2.06616
551	0.056859408876306	-1.59672
552	0.0784214357567956	-1.47559
553	0.00271426268973181	2.51396
554	0.00343259349810946	2.45335
555	0.022666259481849	1.91082
556	0.00144305306592924	2.67119
557	0.130413707612875	-1.26812
558	0.0321956051811825	-1.79592
559	0.789512261025301	-0.223817
560	0.681891775880855	-0.343663
561	0.765634552249684	0.249931
562	0.43004822644847	0.661622
563	0.647370907917481	0.383518
564	0.743018867767421	0.27489
565	0.917331235828896	0.0870269
566	0.703569929819903	0.319032
567	0.00384069065704028	-2.4239
568	0.216114706201512	-1.03709
569	0.00414605373555613	-2.40367
570	0.0107647886528895	-2.13823
571	0.00993234869683409	-2.16165
572	0.394388431152728	0.714089
573	0.385400467236158	0.727758
574	0.247153505553965	-0.970321
575	0.515546705427725	-0.545176
576	0.631820332560793	-0.401753
577	0.610181205625102	-0.42745
578	0.0767612828709385	1.48387
579	0.226001881765403	1.01512
580	0.0534536962296923	1.61923
581	0.0697150538527069	1.52073
582	0.490805503010734	0.57771
583	0.758091447336403	0.25823
584	0.272337309211797	0.920354
585	0.515786297048801	-0.544865
586	0.563908727259869	-0.483819
587	0.420893718276981	-0.674838
588	0.0915096258341042	-1.41486
589	0.583468391833307	-0.459739
590	0.656246110353014	-0.373192
591	0.870350341389784	0.136845
592	0.584007280191927	-0.459081
593	0.502406227790581	-0.56235
594	0.554928889691166	-0.495008
595	0.472794160861031	0.601951
596	0.905137647638258	0.0999203
597	0.951072586236708	-0.0514467
598	0.760698385372692	-0.255359
599	0.189047927844619	1.10121
600	0.140958464485543	1.23438
601	0.755932431221537	0.26061
602	0.520249649171943	0.539085
603	0.312193743086354	0.847354
604	0.246836532113973	0.970972
605	0.380688382507103	0.735002
606	0.486109518137935	-0.583983
607	0.879647087528144	-0.126954
608	0.780576398354212	-0.233563
609	0.465154331370308	-0.612386
610	0.216966140716658	-1.03517
611	0.880954937028271	-0.125564
612	0.323735004255663	-0.827384
613	0.144458922892174	-1.22361
614	0.138508760770828	-1.24204
615	0.0458456675279104	-1.67421
616	0.2695158685825	-0.925789
617	0.00356610635089395	-2.44338
618	0.0142116018929044	-2.05575
619	0.0263355371898923	-1.86237
620	0.00162705710680826	-2.64194
621	0.00250350569922974	-2.53454
622	0.872453300885063	-0.134606
623	0.799874462082178	0.212553
624	0.848932429885338	-0.159707
625	0.563833801660171	-0.483912
626	0.452587136391501	-0.629761
627	0.254735040824467	-0.954921
628	0.429336205099468	-0.662644
629	0.459378778373518	-0.620338
630	0.837335024173189	-0.172135
631	0.286007003106594	-0.894552
632	0.514600460309882	-0.546405
633	0.480669519055939	-0.591291
634	0.000465541241716449	-2.93441
635	0.0205837432309701	-1.94144
636	0.730154793404266	0.289195
637	0.494594543807462	-0.572672
638	0.0058623041015967	-2.31023
639	0.138330964813041	-1.2426
640	0.723672631659853	-0.296435
641	0.579514120520648	-0.464576
642	0.0106449527664122	-2.1415
643	0.0481602887003939	-1.65672
644	0.52089685780323	-0.538249
645	0.469872876089293	-0.60593
646	0.623203658619807	-0.411939
647	0.0208070950004496	1.93803
648	0.155523396865066	1.19083
649	0.383526084251961	0.730633
650	0.379329662757696	0.737101
651	0.422157911591903	-0.673003
652	0.367902920161781	-0.75494
653	0.476148353564662	0.597399
654	0.660339137173671	0.368449
655	0.406419174832477	-0.696084
656	0.239288290709517	-0.986651
657	0.498966884110484	-0.566884
658	0.851808945811408	-0.15663
659	0.879782561790829	0.12681
660	0.897850282764341	-0.107637
661	0.869153218301077	-0.13812
662	0.826874643209935	0.183377
663	0.657650719597095	-0.371563
664	0.906065787288081	-0.0989381
665	0.810493924441726	-0.201049
666	0.102352481366917	-1.36964
667	0.164023854176374	-1.16683
668	0.0697462889658815	-1.52056
669	0.244308579011799	-0.976185
670	0.271508777949669	0.921946
671	0.203113827888329	1.06711
672	0.298743128714159	-0.871252
673	0.395830194394426	-0.711914
674	0.222803649229891	-1.02215
675	0.949523398617542	-0.0530778
676	0.271335172247616	0.92228
677	0.341390123495321	0.797712
678	0.835292176064791	0.174328
679	0.508883089602869	-0.553856
680	0.604001330817331	0.434862
681	0.547804606066053	-0.503948
682	0.678467869988837	0.34758
683	0.798677623833934	0.213852
684	0.0232947553802901	1.90206
685	0.00141937903602487	2.6752
686	0.211788851607688	-1.04693
687	0.0375877941867417	-1.74339
688	0.726315062897837	-0.293481
689	0.337766431676659	-0.80372
690	0.267750265110241	-0.92921
691	0.298730372727696	-0.871275
692	0.80187669093435	-0.210381
693	0.424698500180832	-0.669325
694	0.0231355077142688	1.90426
695	0.0268977674994596	1.85547
696	0.0630665590660538	1.55843
697	0.0714519958105324	1.51137
698	0.192533856820424	1.09259
699	0.209783873886647	1.05154
700	0.0699947405832011	1.51921
701	0.227638506394788	1.01155
702	0.291414411726547	0.884576
703	0.226235169740379	1.01461
704	0.267946507733332	0.928829
705	0.159801711273896	1.17863
706	0.424620312326665	0.669438
707	0.311872347396208	0.847917
708	0.349465079043698	0.784469
709	0.828280704958707	0.181864
710	0.500948250041136	0.56427
711	0.813901225999243	-0.197366
712	0.896238452828245	0.109345
713	0.396362626283934	-0.711112
714	0.277829879918845	-0.909883
715	0.131591186851022	1.26425
716	0.13715750509595	1.24631
717	0.0530144040046327	-1.62222
718	0.0609797165321018	-1.57094
719	0.120371843008618	1.30228
720	0.464240876204301	0.61364
721	0.713076495543154	0.308318
722	0.472482395237299	-0.602375
723	0.852039003168886	-0.156384
724	0.5966454950349	-0.443729
725	0.0137721218829288	2.06521
726	0.0429757971443955	1.69696
727	0.160831659924191	-1.17573
728	0.238350574844913	-0.988623
729	0.0612813663034084	-1.56911
730	0.647826953143567	-0.382986
731	0.447273614403925	-0.637189
732	0.10090462051628	-1.37545
733	0.774139505335978	0.240603
734	0.657912978433005	-0.371259
735	0.925173980148767	0.0787451
736	0.445660461990385	-0.639454
737	0.970544863058121	0.0309594
738	0.517405629123009	-0.542765
739	0.350294386359847	-0.78312
740	0.616629923215363	-0.419751
741	0.81386327561992	0.197407
742	0.619332481158199	0.416535
743	0.685038241056007	0.34007
744	0.861388250965201	0.146398
745	0.368033637589366	0.754734
746	0.894807227320535	0.110862
747	0.727775434637449	-0.29185
748	0.0203799280221796	-1.94458
749	0.00795000540437294	-2.22538
750	0.846496862301977	-0.162314
751	0.90917175665674	0.0956522
752	0.601063072294283	0.438398
753	0.685244226701432	0.339835
754	0.272307614626726	0.920411
755	0.24710528384961	-0.97042
756	0.865447337474359	0.142069
757	0.139556869521163	-1.23875
758	0.173291098691472	-1.14171
759	0.162554589570201	-1.17091
760	0.421173233748495	-0.674432
761	0.238827667414363	-0.987619
762	0.124809613991421	-1.28692
763	0.0438397092074465	-1.68998
764	0.0589216197611078	-1.58363
765	0.100200386374785	-1.3783
766	0.37590960499065	-0.742405
767	0.303249109933308	0.863168
768	0.326015096565643	0.823494
769	0.167465326876585	1.15738
770	0.0121729220001048	-2.10205
771	0.0998902925216292	-1.37956
772	0.00382497820384661	-2.42498
773	0.468319774310626	0.608051
774	0.256961127248687	0.95046
775	0.225915014470391	1.01531
776	0.604587924922208	0.434157
777	0.167604840038578	-1.157
778	0.0740330206028386	-1.4978
779	0.468887670162752	-0.607275
780	0.465190044868979	0.612337
781	0.978257516989658	-0.0228505
782	0.821759737516464	-0.188886
783	0.392613648373969	0.716773
784	0.465697486890916	0.611641
785	0.686302572516363	0.338628
786	0.50633105720441	0.557196
787	0.140987443596585	-1.23429
788	0.192961684071676	-1.09154
789	0.407025563541597	-0.695185
790	0.353744786431008	-0.777529
791	0.26609824067206	-0.932425
792	0.505843577299375	-0.557835
793	0.386744976576763	-0.725701
794	0.392240662509839	-0.717338
795	0.0752569286721285	-1.4915
796	0.770282954781064	-0.244829
797	0.490948116922514	-0.57752
798	0.646012986813892	-0.385103
799	0.154719746356843	-1.19315
800	0.993179860658456	-0.0071669
801	0.820980487674805	0.189726
802	0.658536011880349	0.370537
803	0.907056341279028	-0.09789
804	0.877817590940244	0.128899
805	0.623641466217379	0.41142
806	0.592583310703784	0.448647
807	0.198308242365171	-1.07856
808	0.17261429660674	-1.14351
809	0.549828900325206	-0.501402
810	0.140148907135113	-1.2369
811	0.101465864666234	-1.37319
812	0.11306123580772	1.32858
813	0.0306854379241847	1.81198
814	0.984727970092654	-0.0160493
815	0.590502643085521	0.451172
816	0.678284492528027	0.34779
817	0.672418692164765	-0.354519
818	0.142413037751194	-1.22988
819	0.241744658952141	-0.981511
820	0.0830086774123872	1.45343
821	0.193901269450452	1.08924
822	0.938297548985386	0.0649036
823	0.432523314862341	-0.658077
824	0.711103849013674	-0.310537
825	0.748748947896626	-0.268544
826	0.519925426700459	-0.539504
827	0.913319458675997	0.0912665
828	0.44401371014625	-0.641771
829	0.418728080033111	0.677989
830	0.653079217813888	-0.37687
831	0.225773334787612	1.01562
832	0.35932456432326	-0.76856
833	0.71540898530702	0.305697
834	0.122421989141919	-1.29513
835	0.276391166278624	-0.912612
836	0.202500612700031	-1.06856
837	0.248277129219373	-0.968018
838	0.343266530914941	-0.794617
839	0.33176266544854	-0.813766
840	0.876996645396977	0.129772
841	0.167928258297131	1.15612
842	0.14617931559424	-1.21839
843	0.0791686036114891	-1.47191
844	0.504593586544331	-0.559475
845	0.211976570630803	-1.0465
846	0.208710976159814	-1.05402
847	0.32432776316424	-0.826371
848	0.453646485673969	-0.628286
849	0.532382934080683	0.5235
850	0.636732260613295	0.395973
851	0.149141922834126	-1.20951
852	0.283394719444154	-0.899417
853	0.288676699571418	-0.889611
854	0.11931304650464	-1.30601
855	0.298258102830506	-0.872127
856	0.508788988173222	0.553979
857	0.721085276007902	-0.299331
858	0.916975448941493	0.0874028
859	0.874695320905615	-0.13222
860	0.549488345028946	-0.50183
861	0.103374015853401	-1.36558
862	0.829706844392837	-0.18033
863	0.400159184531239	-0.705412
864	0.0177924942982814	1.98703
865	0.0859670560285893	1.43966
866	0.702072794966431	0.320724
867	0.050506189103886	1.6397
868	0.502125088878233	-0.56272
869	0.997975204339475	0.00212772
870	0.256104730260885	0.952173
871	0.635154100497624	0.397828
872	0.0609123027269836	-1.57135
873	0.168454812123381	-1.15469
874	0.978746190805084	0.0223368
875	0.130398548372412	1.26817
876	0.510882024094926	0.551246
877	0.654434589550009	0.375295
878	0.824250801584746	0.186202
879	0.685534399365747	-0.339504
880	0.742229899576382	0.275765
881	0.786865967852099	0.2267
882	0.882307350140161	0.124127
883	0.976010505350941	0.0252127
884	0.926528548459798	0.0773155
